Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
27,2007-11-14,49.7372932434082,51.990762246708975,49.47975130891987,51.28252738483562,36738579
28,2007-11-15,50.57429885864258,51.459590287268675,49.62462085229335,50.67087435885146,29242252
29,2007-11-16,50.220184326171875,51.363013399211226,49.64071819218804,50.348953122709595,18895294
30,2007-11-19,52.03904724121094,53.92230425330356,50.976699370992236,51.363005702719306,40716718
31,2007-11-20,51.23423385620117,53.2784528089781,50.60648010098517,51.82979432744132,26342171
32,2007-11-21,47.242374420166016,51.845887269124596,46.09954125390355,51.540061996241,26814499
33,2007-11-22,45.616661071777344,48.64275147785787,43.63682848602828,46.74339556065289,34096185
34,2007-11-23,48.64277648925781,48.93250749066897,45.90641552861648,48.6105831854615,27664090
35,2007-11-26,49.0290641784668,50.445529703313106,48.64275778062298,50.445529703313106,20159123
36,2007-11-27,47.821842193603516,49.86606134921132,47.3228615247812,49.86606134921132,20573198
37,2007-11-28,47.113609313964844,49.09344634450187,46.79168516153616,48.868097691251485,16435311
38,2007-11-29,45.842010498046875,48.54617244419898,45.246449956207414,48.288634874613315,25530967
39,2007-11-30,47.61259460449219,47.90232546982944,46.035167123099754,46.67901543112734,18437721
40,2007-12-03,48.28864669799805,48.88420738565944,47.821854826658296,48.192066810974275,16851227
41,2007-12-04,47.66086959838867,49.012952429926166,47.306752250474126,48.610547345108415,14008727
42,2007-12-05,49.56023025512695,49.73729114631763,47.644784302908285,47.74135979528469,27725290
43,2007-12-06,48.64277648925781,51.39522755223055,48.01502234755211,50.638704561717425,24104710
44,2007-12-07,48.433502197265625,49.640717843276676,47.5643095519633,48.948581746172216,11742386
45,2007-12-10,48.481781005859375,49.07733706795141,47.854027295728784,48.90028056836321,8330010
46,2007-12-11,48.25644302368164,49.190022199197045,48.01499990761512,48.91638579437983,11685950
47,2007-12-12,48.22425842285156,48.65885698334229,47.32287237369617,47.64479658644832,16342131
48,2007-12-13,47.419437408447266,48.93248262045978,47.24238087712427,48.28863433728435,14620172
49,2007-12-14,46.95262908935547,47.693056973572546,46.711186068357875,47.25845866250206,10991851
50,2007-12-17,44.119712829589844,47.48382169350443,43.45976575133426,47.22627977282832,19355678
51,2007-12-18,43.92655563354492,45.39130859899052,42.55837815530719,43.62072598009463,21607783
52,2007-12-19,43.12175369262695,45.7293403817135,42.75154176489192,45.343029625413244,19526912
53,2007-12-20,42.68715286254883,44.03923606971298,42.493997494900256,43.68511862341991,17105204
54,2007-12-24,43.99094009399414,44.68307602947516,42.976875695042295,43.3309930751227,16711519
55,2007-12-26,45.326934814453125,45.874207653938115,44.23239350185918,44.23239350185918,20930094
56,2007-12-27,45.648841857910156,46.904344785557804,45.262531249538085,46.26049668252061,44565277
57,2007-12-28,46.00297546386719,46.19613083639226,45.06939189105865,45.552278139183365,18354518
58,2007-12-31,46.34099197387695,46.61462837525484,45.777624710136024,46.35709080123785,11982308
59,2008-01-01,47.194091796875,47.6286902892337,46.1478382694517,46.5824367618104,16687746
60,2008-01-02,46.93654251098633,47.54819739354801,46.24440660791983,47.194080030051836,13437280
61,2008-01-03,48.86810302734375,49.06125841316748,46.083459678045074,46.646827006311476,31815218
62,2008-01-04,48.61056137084961,50.22018217454902,48.288637210109734,49.57633385306926,28011310
63,2008-01-07,48.208160400390625,49.31879623258058,47.69308082473127,48.30473591053713,15858063
64,2008-01-08,46.566341400146484,48.93248482047358,46.002974127038875,48.25644321946929,13282666
65,2008-01-09,45.8259162902832,46.82388211418148,45.71324195484086,46.61463227200348,13113527
66,2008-01-10,44.731361389160156,47.32285285262935,44.42553176665222,46.035156532806084,18023003
67,2008-01-11,45.407413482666016,45.84201196583568,43.6207317999409,45.34302690502021,11629440
68,2008-01-14,46.09954833984375,46.58243456044999,44.76356400277497,45.487893333684326,10264240
69,2008-01-15,44.69917297363281,47.03312280737536,44.32896111465905,46.839971831476184,11558334
70,2008-01-16,43.781700134277344,44.74747273872274,42.671064258991,44.37726078029396,14834065
71,2008-01-17,44.956722259521484,45.95468805298553,43.00907842448863,43.94265763784171,16169395
72,2008-01-18,42.86421203613281,44.63479482964799,42.49399577711548,44.58650271490614,13254156
73,2008-01-21,35.572628021240234,42.49399738506381,30.985206608541354,42.49399738506381,33202389
74,2008-01-22,31.999263763427734,33.80203961720713,25.415914097000133,32.06364814752252,58755707
75,2008-01-23,35.572628021240234,36.9408056861821,32.51434853489959,32.51434853489959,28425991
76,2008-01-24,35.65311050415039,38.180216107949086,33.96300861430983,37.48808001681339,29911930
77,2008-01-25,37.48807144165039,37.66512794782081,35.97502644458045,37.3432038519655,12550722
78,2008-01-28,37.89047622680664,38.180207037242404,33.963000545510845,36.972991688447586,13601109
79,2008-01-29,37.262725830078125,38.53432785770337,36.699358616943584,37.987055104108244,7679877
80,2008-01-30,35.2024040222168,37.50416007693263,34.73561240915148,37.34319805399621,9016102
81,2008-01-31,32.90065383911133,35.66920218469349,32.51434532612463,35.57262451064989,41538563
82,2008-02-01,34.043479919433594,34.284922977495185,33.158188706541104,33.464016143448305,9089201
83,2008-02-04,35.7979736328125,36.21647546277478,34.68733575639602,34.68733575639602,12009385
84,2008-02-05,36.90861511230469,37.39150138251176,35.08974436779992,35.86236152685602,14593303
85,2008-02-06,36.58668518066406,37.02128362880588,34.5424682680554,35.894549175447686,12429218
86,2008-02-07,34.86439514160156,37.327116236255065,34.63904866983149,36.087707366737824,11300078
87,2008-02-08,33.963008880615234,35.379474364217735,33.33525499863039,35.08974348267705,13514197
88,2008-02-11,31.564664840698242,34.445887268510454,31.226644100672434,34.445887268510454,15133331
89,2008-02-12,31.001304626464844,32.723599813088,30.743764853251847,32.514349975395696,10237627
90,2008-02-13,30.55062484741211,31.950994284574648,29.922872880188283,31.548588897483867,10395753
91,2008-02-14,33.22257995605469,33.56060074388351,31.22664851675604,31.22664851675604,12514003
92,2008-02-15,34.17224884033203,34.445885180717006,32.20851108544397,33.09380230256463,12080990
93,2008-02-18,33.979103088378906,34.94487778039241,33.68937220900645,34.94487778039241,6977153
94,2008-02-19,33.60888671875,34.67123677450253,33.35134698050882,34.5907557427514,7226542
95,2008-02-20,32.771888732910156,33.303064943432716,32.40167679666953,33.28696829768572,5604999
96,2008-02-21,32.99723434448242,33.56060161102417,32.59482915409546,33.30306185253894,3874365
97,2008-02-22,32.5787353515625,32.78798519554064,31.564672873421785,31.902693699468692,2691220
98,2008-02-25,32.85236740112305,33.25477259973796,32.0636536484754,32.9650417300104,6270186
99,2008-02-26,32.98112487792969,33.447914280664044,32.820162864353215,33.158183529501216,7139423
100,2008-02-27,34.91268539428711,36.634978436381864,33.46402659353306,33.46402659353306,43223132
101,2008-02-28,35.89454650878906,36.168182871836585,34.767812139137625,35.25069829755967,35763847
102,2008-02-29,35.37947082519531,36.37743653189836,34.80000912007772,35.669203860941906,16477462
103,2008-03-03,33.89861297607422,35.025349451422706,33.512304512542194,33.834228596016786,10049153
104,2008-03-04,33.02942657470703,34.25273883178418,32.192425060108526,34.123970039749935,11485198
105,2008-03-05,33.64107894897461,33.802041007425444,32.224611524694694,33.19038387539969,8581053
106,2008-03-07,31.918785095214844,33.158193859136375,30.582798656423577,33.158193859136375,14251925
107,2008-03-10,31.8055477142334,32.03203637492322,29.977458002786165,31.96732564247664,11713659
108,2008-03-11,34.42634201049805,34.74989778221973,30.802517806065786,31.546694325623253,19665129
109,2008-03-12,33.5527458190918,35.59114785996613,33.22919000924677,35.36465923192526,12262350
110,2008-03-13,28.94207191467285,33.002699762120834,28.14936065829294,32.67914396814919,47000084
111,2008-03-14,30.931936264038086,31.061357682586248,29.15237969061045,29.750956494211703,35798540
112,2008-03-17,29.718605041503906,30.349538356415255,29.087671726592554,30.349538356415255,19211273
113,2008-03-18,29.977449417114258,30.559850230838528,29.18473604035605,29.670069686084116,12632937
114,2008-03-19,30.155410766601562,33.585101142554414,29.96127639687165,31.384921127379876,16449023
115,2008-03-24,30.446609497070312,31.287855489491967,29.783319640844006,31.287855489491967,11636914
116,2008-03-25,31.595230102539062,31.789362255745907,30.673095243484013,31.239317863613547,13232423
117,2008-03-26,31.401092529296875,32.16144941877613,31.061358553268846,31.38491430296166,11448313
118,2008-03-27,31.96732521057129,32.274705025483364,30.931946922654067,30.931946922654067,17425122
119,2008-03-28,32.03202819824219,32.27469722291554,31.190784502670205,32.112917141715634,11599511
120,2008-03-31,31.8055477142334,32.17763826574501,31.384924661950244,32.03203637492322,9914705
121,2008-04-01,31.8702392578125,32.32321850070983,31.46579468071788,32.03201708865034,6034588
122,2008-04-02,32.387943267822266,33.326256410961086,32.03203100762251,32.03203100762251,6087024
123,2008-04-03,32.12910079956055,32.614434542429876,31.870255697846225,32.468834858419754,3883474
124,2008-04-04,31.96732521057129,32.33941575705565,31.35256996925425,32.33941575705565,5906537
125,2008-04-07,31.837890625,32.16144634375702,31.465800231877843,32.015846709166894,4088729
126,2008-04-08,31.029003143310547,31.854070713258093,30.802514565781536,31.78935781031885,5753811
127,2008-04-09,31.109901428222656,31.384922571364548,30.75398913209381,31.126079658820046,3776374
128,2008-04-10,31.72464942932129,31.951138023468136,30.948116479602696,31.06135967954965,7075297
129,2008-04-11,31.8702392578125,32.19379491948819,31.546683596136806,32.03201708865034,4012660
130,2008-04-15,32.3555908203125,32.51736873052899,31.126078263816463,31.676122719701883,6362785
131,2008-04-16,31.918785095214844,32.90563064757287,31.78936146869484,32.67914204397915,4725794
132,2008-04-17,33.14828872680664,33.90864328056578,32.048198065976,32.40411020212024,14831167
133,2008-04-21,33.682159423828125,34.264560184811856,33.326249432409504,33.64980516692794,7639361
134,2008-04-22,34.232200622558594,34.62046922409618,33.32624640364437,33.64980210875733,8814769
135,2008-04-23,34.26456832885742,34.669013093134396,33.81159107056852,34.29692478770089,5265604
136,2008-04-24,33.05123519897461,34.685192542997044,32.76003583615029,34.62048181728645,8801780
137,2008-04-25,33.32624816894531,33.79540352735988,32.8732688412412,33.64980389119711,4095990
138,2008-04-28,33.45568084716797,34.10279250960232,33.32625939238247,33.35861365895214,4708244
139,2008-04-29,33.92483901977539,34.248394876325825,33.48803992998445,33.649817858259674,6497143
140,2008-04-30,34.15131759643555,34.58811875150304,33.97336368328124,34.26456299049095,6331377
141,2008-05-02,34.45869827270508,35.42936558244291,34.393985363320155,34.66900864544707,5658418
142,2008-05-05,34.29692459106445,35.10581411498076,34.07043376896527,34.911679751539545,7642293
143,2008-05-06,34.00572967529297,34.68519788554576,33.81159746825909,34.021907907775876,5061166
144,2008-05-07,33.5203857421875,34.19985374722102,33.002697818867084,33.973365143627525,4303106
145,2008-05-08,33.115943908691406,33.45567794080675,32.921811743377795,33.26154358123992,3642073
146,2008-05-09,32.921817779541016,33.779239937286206,32.42030575391962,32.6791508827165,8621761
147,2008-05-12,32.921817779541016,33.16448467636554,32.19381489481383,32.921817779541016,4890395
148,2008-05-13,33.01887130737305,33.26153811986029,32.74385023643922,33.06740598642221,5056766
149,2008-05-14,33.06740188598633,33.24535796526057,32.35557976314195,32.35557976314195,2982486
150,2008-05-15,33.083595275878906,33.45568363508401,32.3555945949748,32.3555945949748,2646760
151,2008-05-16,33.342430114746094,33.4394972874923,32.93798539018112,33.32625408116594,4422288
152,2008-05-20,33.27771759033203,33.407141211715576,32.937983601298015,33.00269650911626,3464912
153,2008-05-21,33.488037109375,33.973370853322265,32.51736962148047,32.51736962148047,3419088
154,2008-05-22,33.03504943847656,33.19682731300162,32.679139431073146,32.679139431073146,3558000
155,2008-05-23,32.485008239746094,33.29389769045414,32.355586805334035,32.840920475758864,4417028
156,2008-05-26,32.242340087890625,32.43647442583414,30.737804454460797,30.737804454460797,2605807
157,2008-05-27,31.271671295166016,32.6467832396294,31.126071645779287,32.29087103512597,3316550
158,2008-05-28,32.4202995300293,32.614431693668195,30.834874791919,31.38491921360902,4505700
159,2008-05-29,32.954158782958984,33.32624919151725,31.999669811879496,32.760026660202826,11026212
160,2008-05-30,31.902606964111328,33.16447580666963,31.773185531452903,33.03505217975817,4023430
161,2008-06-02,30.543670654296875,32.35558372932773,30.09069128841273,31.708470036028547,4431595
162,2008-06-03,29.411230087280273,30.41425174963598,29.136206779878517,30.09069594998836,6240766
163,2008-06-04,28.505266189575195,29.589176527308958,28.327310105991252,29.281799034347223,5762089
164,2008-06-05,28.456741333007812,28.667053938620843,27.502252075350935,28.472919563324723,9721099
165,2008-06-06,28.149364471435547,29.330344595960774,27.744919674184466,28.311142390335977,6317089
166,2008-06-09,27.76109504699707,28.440563114130907,26.531582551078014,27.825805769044763,6500809
167,2008-06-10,27.566953659057617,27.79344441986592,26.936020439990983,27.502242953506393,6717902
168,2008-06-11,27.696382522583008,28.149359741692184,27.502248174820163,27.825803958256174,2586175
169,2008-06-12,27.890514373779297,28.05229226374374,26.53158053692855,27.340469986750787,3244212
170,2008-06-13,27.712554931640625,28.11699957601207,27.421353471141614,27.841976340138437,4248430
171,2008-06-16,28.6832218170166,29.12002071240982,27.858154311159275,27.955221463775302,4354615
172,2008-06-17,29.540647506713867,29.767136096774273,28.181713772098515,29.08767032659305,4736084
173,2008-06-18,29.508285522460938,30.155399106593993,29.443574822323377,29.443574822323377,5055019
174,2008-06-19,28.877351760864258,29.443574215336945,28.408196451723096,28.92588643065624,4221271
175,2008-06-20,28.21406364440918,29.23326543259582,27.84197546103707,29.120020058046453,3837789
176,2008-06-23,27.227224349975586,28.084648475903904,26.95220325597269,27.987581303916336,4516050
177,2008-06-24,26.385984420776367,27.631675218609992,26.110961093175685,27.227228245092903,5238203
178,2008-06-25,25.657983779907227,26.191850010039293,25.075582859783747,25.884472417107094,3933879
179,2008-06-26,27.113977432250977,28.278778948118088,25.803576275463662,25.803576275463662,18253250
180,2008-06-27,25.916820526123047,26.79042279590451,25.771220879243746,26.208022014134478,6821283
181,2008-06-30,25.399141311645508,26.143320220259728,24.67114063470295,25.90065332794554,4596315
182,2008-07-01,23.603395462036133,25.3991301122042,22.697439024683064,25.3991301122042,6202295
183,2008-07-02,24.63878059387207,24.897625680274277,22.859223641955136,23.61958067183913,5245963
184,2008-07-03,23.991668701171875,24.63878031266516,23.296024596517892,24.428469916631137,4726793
185,2008-07-04,24.315231323242188,24.784386934243233,23.457809075352476,23.61958702357724,4862814
186,2008-07-07,24.849092483520508,25.852116430676364,24.63878207246528,24.63878207246528,5528014
187,2008-07-08,25.577091217041016,26.208024543922107,22.972464576685976,22.972464576685976,8354280
188,2008-07-09,27.356647491455078,27.469890694884896,25.916822553429228,25.916822553429228,6860769
189,2008-07-10,28.55380630493164,28.893540338210396,26.596293250566656,27.356650268178477,7216175
190,2008-07-11,27.19487190246582,29.18473918677837,26.984559316757974,28.828829124758705,6040791
191,2008-07-14,27.211044311523438,28.18171377255338,26.531578541331246,26.531578541331246,5942149
192,2008-07-15,26.078603744506836,26.822782551844934,25.8844715736273,26.531583198398987,3693378
193,2008-07-16,25.366779327392578,26.531581034690813,24.929978138592464,26.07860161774012,6973872
194,2008-07-17,26.6610050201416,26.8551393880013,25.884471937209444,25.884471937209444,5038238
195,2008-07-18,28.149364471435547,28.37585311904546,26.353629132790058,27.146340496551485,5983177
196,2008-07-21,29.734779357910156,29.912735447492256,28.165533196485327,28.63468856410889,8754188
197,2008-07-22,30.948122024536133,31.223143154470705,29.475942607433822,29.734787701801263,12631056
198,2008-07-23,33.132118225097656,33.77922975489818,31.74082799717593,32.323228812847,12798869
199,2008-07-24,31.96732521057129,33.74688239720367,29.97745759776559,29.97745759776559,10764301
200,2008-07-25,32.03202819824219,33.06740843010467,30.818694046140557,31.62758348087498,10710381
201,2008-07-28,31.7731876373291,32.66296608002472,31.417275382549587,32.032030519801644,5533881
202,2008-07-29,30.495134353637695,31.546690483668026,30.25246755439993,31.061356885192488,5145929
203,2008-07-30,31.7731876373291,32.032030519801644,30.770163787861865,30.770163787861865,7354746
204,2008-07-31,30.656917572021484,32.32323120091848,30.25247283601539,32.32323120091848,6006517
205,2008-08-01,31.546707153320312,31.676130831187763,29.120037878661954,30.17159456434724,4699412
206,2008-08-04,31.74083709716797,32.32323807981145,30.9157692212775,30.9157692212775,4301346
207,2008-08-05,33.16447830200195,33.4071451521848,31.54669710652977,31.870252906773565,9161115
208,2008-08-06,32.3232307434082,34.345454394815675,32.096742133301184,34.345454394815675,8616591
209,2008-08-07,32.242340087890625,32.970340563799354,31.23931633227074,31.23931633227074,4809365
210,2008-08-08,31.69230079650879,32.48501211389037,31.579055382202853,31.870254741484796,4883824
211,2008-08-11,31.983495712280273,32.45265114561115,31.74082888184158,32.096741110852875,2714705
212,2008-08-12,31.43345069885254,32.35558551354492,31.19078387332854,32.19380543560928,5801276
213,2008-08-13,31.5628719329834,31.870249471229734,30.81869323379288,31.06136005781677,2754609
214,2008-08-14,30.802515029907227,31.70846935367399,30.737802125992904,31.384913611113628,2566362
215,2008-08-18,30.446609497070312,31.384920478095527,30.155410142753052,30.737808851387573,2963058
216,2008-08-19,29.880386352539062,30.5760304625797,29.26562900030819,30.398076523443667,2941144
217,2008-08-20,30.220123291015625,30.46279017049932,30.009810678911006,30.090699638738904,3319410
218,2008-08-21,29.896568298339844,30.398080302325745,29.540655987316683,30.09070049087232,4138486
219,2008-08-22,29.58917808532715,30.93193570102468,28.82882342525403,30.93193570102468,4139879
220,2008-08-25,29.912734985351562,30.317179639856583,29.70242244845734,30.317179639856583,2034227
221,2008-08-26,29.961271286010742,30.058338454317763,29.411226924608243,29.60535906696932,1489491
222,2008-08-27,29.362693786621094,30.333361132203308,29.200915895690727,30.123050751695057,4297168
223,2008-08-28,28.925886154174805,29.767129619084784,28.55379579966926,29.44357393390731,7382078
224,2008-08-29,30.123058319091797,30.23630374889336,29.314168661233865,29.44359012878968,2219080
225,2008-09-01,30.10675811767578,30.237160051303178,29.503644200176346,30.057855734407934,3417069
226,2008-09-02,31.687885284423828,31.81828718560048,30.057848254458403,30.318654267687922,5030404
227,2008-09-04,31.019563674926758,31.59007573485955,30.758757719639483,31.32926977957227,2813325
228,2008-09-05,30.334957122802734,30.67726490028589,29.99264934531958,30.644663317334594,3330688
229,2008-09-08,31.932392120361328,33.220119250316465,31.62268372038839,31.948690700674568,8377948
230,2008-09-09,32.046485900878906,32.307291867579615,31.312970363150814,31.932384810424477,3737279
231,2008-09-10,31.769386291503906,32.3072968850271,31.45967791433026,31.88348739967868,3847698
232,2008-09-11,30.92176055908203,31.622674477478462,30.67725539533318,31.622674477478462,2567354
233,2008-09-12,31.231464385986328,32.07908310967976,30.72615330881815,31.133661885425468,6093354
234,2008-09-15,29.259132385253906,30.56316027395029,28.378914002559103,30.090450606473105,6770268
235,2008-09-16,29.82964324951172,30.090449257736207,27.71059802536155,28.118106722313506,4654621
236,2008-09-17,29.063533782958984,30.25345852123181,28.688624383551662,30.25345852123181,4674190
237,2008-09-18,28.99832534790039,29.568837529187995,26.91188168354192,28.688619177376648,6603710
238,2008-09-19,30.758771896362305,30.921775417185735,29.34064038084776,29.682948216752315,9821730
239,2008-09-22,30.09044647216797,32.92670850909274,29.84594127663142,31.622678588688494,4162514
240,2008-09-23,29.731834411621094,30.40014897499576,29.177623143533214,29.731834411621094,6569683
241,2008-09-24,30.416452407836914,30.742459324589692,29.438431657578587,29.829639515506738,5730103
242,2008-09-25,29.471040725708008,30.628366016569828,28.77012434997761,30.497961890191945,10926783
243,2008-09-26,28.99832534790039,29.63404069003611,28.4930163274609,29.63404069003611,4967945
244,2008-09-29,27.922494888305664,29.82963364976113,27.384582254914022,29.82963364976113,7859964
245,2008-09-30,27.971405029296875,29.014626888454693,26.406571135122025,26.406571135122025,6616439
246,2008-10-01,28.900514602661133,29.17761909279673,27.75948844082934,28.330002627182935,3743739
247,2008-10-03,29.308040618896484,29.666647033479624,28.525622402677723,29.047234546823564,4681406
248,2008-10-06,28.704923629760742,29.340636842124507,28.118110583395545,28.9820304660899,5560277
249,2008-10-07,29.65034294128418,30.286058362147187,28.68862273018901,28.68862273018901,9928258
250,2008-10-08,29.422136306762695,29.66664153951173,27.41719207169483,28.656021237341506,9985473
251,2008-10-10,29.242830276489258,29.911144981500318,27.074884893591797,29.308033436686376,9025179
252,2008-10-13,29.82964324951172,30.05784767762958,29.193930124441906,29.389535183329315,6805621
253,2008-10-14,29.1124267578125,30.938066502463606,28.884222342450126,29.99264505185369,5099383
254,2008-10-15,28.867918014526367,29.487330238990005,28.558211902294545,28.949419739370306,5495022
255,2008-10-16,27.759498596191406,28.460414891865852,27.221587992590546,28.460414891865852,6651066
256,2008-10-17,25.673053741455078,28.525614531324717,25.298144425403688,28.33001168940218,5586092
257,2008-10-20,25.966461181640625,26.99338447445756,25.15144374807621,25.770858324110936,7922965
258,2008-10-21,26.178369522094727,27.54759849808403,25.428552969972145,26.227269688392866,8047276
259,2008-10-22,24.74393653869629,26.113165468322773,24.49943129373169,25.91756259887694,5408099
260,2008-10-23,23.537704467773438,24.352721721143286,23.17909599194039,24.12451733237489,6641370
261,2008-10-24,20.489543914794922,23.146499906511824,20.2124370985846,22.820492927853245,9905588
262,2008-10-27,18.908403396606445,20.212430912113696,16.952362123345566,20.114628406275525,12878172
263,2008-10-29,21.402362823486328,22.75529083269432,19.560422159947255,21.516463933766737,13094201
264,2008-10-31,22.771595001220703,23.47251140068151,21.646871256593524,22.527089743220163,8097887
265,2008-11-03,23.472503662109375,24.091915893814825,22.657484193265443,24.059314319145777,4951148
266,2008-11-04,24.499435424804688,24.695040538109698,23.0324037076475,23.14650484801143,4515828
267,2008-11-05,23.602907180786133,25.689352832837336,23.146496158051825,25.689352832837336,6145587
268,2008-11-06,22.820491790771484,24.369027073116843,22.347782137445616,23.14649875318604,4896229
269,2008-11-07,24.59723472595215,25.33075048744811,22.494487774295855,22.657491276850514,8250147
270,2008-11-10,25.151445388793945,25.721957629505567,24.597233939992226,25.363349050993403,3775177
271,2008-11-11,24.8580379486084,25.9012598042841,24.287525754471158,25.265546658706423,8900004
272,2008-11-12,23.814809799194336,25.395944207652104,23.5214044625763,25.395944207652104,5705390
273,2008-11-14,23.73331069946289,24.77653470269281,23.439905330352044,23.602908804497204,4038880
274,2008-11-17,24.711336135864258,25.526355868902257,22.49448803340974,25.526355868902257,5361538
275,2008-11-18,23.37470245361328,24.646128562656585,22.918291437151527,24.646128562656585,6392448
276,2008-11-19,22.804195404052734,24.20602591940135,22.51078778314176,23.47251018343856,5606729
277,2008-11-20,22.559682846069336,22.983490031881818,21.597960757512254,22.82048658783834,5080395
278,2008-11-21,23.99411392211914,24.743930258544847,21.84246742818031,22.412979521631804,8350092
279,2008-11-24,24.59723472595215,24.98844268990803,23.37470845679221,24.71133585121451,5420119
280,2008-11-25,23.99411392211914,25.151438896724486,23.798511102318432,24.85803356158549,5453771
281,2008-11-26,24.532026290893555,24.906933348164564,23.554005573620486,24.254919536649187,5246053
282,2008-11-27,24.532026290893555,24.532026290893555,24.532026290893555,24.532026290893555,0
283,2008-11-28,24.140817642211914,24.613529451810894,23.179097656352802,23.798512139917417,8464961
284,2008-12-01,23.945209503173828,25.55894298064443,23.84740700526263,24.613523992878957,5733003
285,2008-12-02,23.73331069946289,23.994116700270368,22.983494276219925,23.765912278642368,5879324
286,2008-12-03,24.45053482055664,24.76024106876169,23.22800841116032,23.961524256798114,6430656
287,2008-12-04,25.6241512298584,25.754555334621998,21.679466303810187,21.679466303810187,4648185
288,2008-12-05,25.314443588256836,26.536969562499237,24.466824695098385,24.466824695098385,5338962
289,2008-12-08,25.379648208618164,26.21096643372744,24.28752617325022,25.999062785173205,11709287
290,2008-12-10,24.972137451171875,26.569572818309016,24.613531135927616,26.569572818309016,11172070
291,2008-12-11,24.69502830505371,25.41224301376093,24.303818272235503,25.41224301376093,9867592
292,2008-12-12,23.928913116455078,24.206019876322472,23.40730117230794,24.091916572641576,9847702
293,2008-12-15,24.320127487182617,24.85804036329,24.12452461386067,24.74393702902819,5741641
294,2008-12-16,25.249242782592773,25.558948922244987,23.146496326747982,24.450526250581483,9183505
295,2008-12-17,25.216646194458008,25.917562555372513,24.54833141716796,25.917562555372513,8720755
296,2008-12-18,25.966461181640625,26.24356799340304,24.646132497091013,24.646132497091013,12640018
297,2008-12-19,27.221582412719727,27.547589308289698,25.933855617393498,26.732572069364775,10050607
298,2008-12-22,27.237890243530273,27.46609468726893,26.292468675361086,26.292468675361086,6524631
299,2008-12-23,26.683683395385742,27.49870105235829,26.488080484238463,27.058592844119246,5151765
300,2008-12-24,26.227270126342773,27.042287650764415,22.005477581137434,22.005477581137434,13318746
301,2008-12-26,26.276168823242188,27.66169853723524,25.5915554675597,27.66169853723524,5480531
302,2008-12-29,26.83038330078125,27.04228696742561,25.754559753554645,26.569577257381393,3418418
303,2008-12-30,26.78148078918457,27.221591123385707,25.787158997346918,26.765179997014812,4868199
304,2008-12-31,27.107486724853516,27.51499545871664,26.504375125261923,27.51499545871664,4396180
305,2009-01-02,27.49869728088379,27.955108432717292,26.977087378486825,27.955108432717292,3976548
306,2009-01-05,26.87928009033203,27.95510350242358,26.536972339547056,27.95510350242358,4505326
307,2009-01-06,26.683683395385742,27.906212091721454,26.2435751871467,27.906212091721454,3969700
