Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.385562896728516,35.250687901647105,26.767987163902312,28.90878314480242,855215656
2007-10-08,30.727651596069336,33.48010200876385,30.534496338509953,33.48010200876385,126671715
2007-10-09,32.82016372680664,33.10989448558306,29.08584404042665,30.743751950556256,116725709
2007-10-10,33.125999450683594,33.80204096867718,32.83626861907928,33.67327001215155,67931378
2007-10-11,36.828125,38.630900838195814,32.83626702237896,38.630900838195814,106320954
2007-10-12,36.586692810058594,37.95487064587003,35.733594562180855,36.05551875884237,99410791
2007-10-15,37.0695915222168,37.568576814012594,36.747667217720604,37.343228054314125,41814972
2007-10-16,40.8521842956543,41.49603699041757,36.86032553292788,37.117863117732455,138614496
2007-10-17,44.03923416137695,45.06938880023695,34.156159031125945,36.69936107341818,204876259
2007-10-18,42.49399948120117,48.11157803502763,40.675128780773825,44.747468687558325,146617799
2007-10-19,42.3491325378418,44.071427583227674,40.24052677272194,41.52822335000101,110266491
2007-10-22,41.785770416259766,43.08956161430028,40.401493805880655,41.49603952407034,72253405
2007-10-23,44.7635612487793,45.165966407860594,42.81591765900058,42.81591765900058,74594921
2007-10-24,44.071434020996094,46.19613455714893,43.572448904585436,45.71324390375501,63055170
2007-10-25,43.97484588623047,45.00500485164343,38.84015425191117,42.5744750435638,34522489
2007-10-26,45.29472351074219,46.019052610392144,43.54023572281813,44.74745088890139,62370025
2007-10-29,46.21221923828125,47.322859209879695,45.80981408427824,46.03516271707007,43657697
2007-10-30,47.24238967895508,48.513987655315326,45.45570774043734,46.83998442699745,79921711
2007-10-31,48.22423553466797,49.286587552362576,47.32284991332816,47.483811943308446,44655368
2007-11-01,47.145809173583984,49.78558933797749,46.7595027566523,49.415377384360156,50632492
2007-11-02,47.9988899230957,48.288625088129564,45.06937992248777,45.4395961075033,32001693
2007-11-05,48.98077392578125,50.05922075170029,47.67697843783403,47.96671367940626,38833135
2007-11-06,49.62461853027344,52.763378903079875,48.94857696131693,49.83386834851875,81880281
2007-11-07,48.90028381347656,51.25032803525878,47.8057427288982,50.54209762353167,33593141
2007-11-08,48.06329345703125,49.36708906093631,47.00094536470238,47.644793751902014,27990521
2007-11-12,49.22221374511719,50.09141067873099,45.34302519784152,46.61462731065141,35153735
2007-11-13,50.39723587036133,51.41129604615054,48.46569101500069,50.05921726722347,43830531
2007-11-14,49.7372932434082,51.990762246708975,49.47975130891987,51.28252738483562,36738579
2007-11-15,50.57428741455078,51.459578642850694,49.62460962309731,50.67086289290629,29242252
2007-11-16,50.22018051147461,51.3630094977053,49.6407144215067,50.34894929823112,18895294
2007-11-19,52.03904724121094,53.92230425330356,50.976699370992236,51.363005702719306,40716718
2007-11-20,51.23424530029297,53.278464709683135,50.606491404856826,51.829805904562306,26342171
2007-11-21,47.24238967895508,51.84590401479979,46.099556143569544,51.54007864313785,26814499
2007-11-22,45.61666488647461,48.64275554561221,43.63683213516187,46.74339946957343,34096185
2007-11-23,48.64274597167969,48.932476791318976,45.9063867277806,48.61055268808086,27664090
2007-11-26,49.0290641784668,50.445529703313106,48.64275778062298,50.445529703313106,20159123
2007-11-27,47.82183837890625,49.866057371448875,47.32285774988709,49.866057371448875,20573198
2007-11-28,47.11361312866211,49.09345031950269,46.79168895016785,48.86810164800627,16435311
2007-11-29,45.842010498046875,48.54617244419898,45.246449956207414,48.288634874613315,25530967
2007-11-30,47.61259460449219,47.90232546982944,46.035167123099754,46.67901543112734,18437721
2007-12-03,48.288631439208984,48.884191938678406,47.82183971537137,48.1920515827036,16851227
2007-12-04,47.6608772277832,49.01296027575765,47.306759823182716,48.61055512652422,14008727
2007-12-05,49.560237884521484,49.73729880296924,47.64479163743549,47.741367144678904,27725290
2007-12-06,48.64274597167969,51.39519530781554,48.01499222381532,50.63867279193095,24104710
2007-12-07,48.4334831237793,49.64069829437952,47.564290820771724,48.94856246984359,11742386
2007-12-10,48.481781005859375,49.07733706795141,47.854027295728784,48.90028056836321,8330010
2007-12-11,48.25643539428711,49.19001442220266,48.01499231639299,48.91637806064764,11685950
2007-12-12,48.22423553466797,48.658833888889646,47.32284991332816,47.644773973288736,16342131
2007-12-13,47.41944122314453,48.93248655687527,47.24238467757807,48.288638221904904,14620172
2007-12-14,46.95264434814453,47.693072472987815,46.71120124868215,47.258474020680424,10991851
2007-12-17,44.11971664428711,47.4838257990707,43.4597695089709,47.22628385612689,19355678
2007-12-18,43.92655563354492,45.39130859899052,42.55837815530719,43.62072598009463,21607783
2007-12-19,43.12175369262695,45.7293403817135,42.75154176489192,45.343029625413244,19526912
2007-12-20,42.68715286254883,44.03923606971298,42.493997494900256,43.68511862341991,17105204
2007-12-24,43.99094009399414,44.68307602947516,42.976875695042295,43.3309930751227,16711519
2007-12-26,45.3269157409668,45.87418835016043,44.232374888953714,44.232374888953714,20930094
2007-12-27,45.648841857910156,46.904344785557804,45.262531249538085,46.26049668252061,44565277
2007-12-28,46.002967834472656,46.19612317496375,45.06938441649492,45.55227058453504,18354518
2007-12-31,46.34099578857422,46.614632212477304,45.777628478458034,46.357094617260344,11982308
2008-01-01,47.194087982177734,47.62868643940786,46.14783453932308,46.5824329965532,16687746
2008-01-02,46.936546325683594,47.548201257956606,46.244410366364775,47.19408386568007,13437280
2008-01-03,48.86808395385742,49.06123926429155,46.083441691420184,46.646808799801256,31815218
2008-01-04,48.610557556152344,50.2201782335373,48.28863342067535,49.576329962583316,28011310
2008-01-07,48.20814514160156,49.3187806222544,47.69306572897458,48.30472062118012,15858063
2008-01-08,46.56634521484375,48.932488829004434,46.00297789558532,48.256447172619076,13282666
2008-01-09,45.82592010498047,46.82388601195265,45.713245760158756,46.61463615235602,13113527
2008-01-10,44.731361389160156,47.32285285262935,44.42553176665222,46.035156532806084,18023003
2008-01-11,45.40740203857422,45.84200041221145,43.6207208061489,45.34301547715585,11629440
2008-01-14,46.099552154541016,46.58243841510566,44.763567706920696,45.48789709776767,10264240
2008-01-15,44.69917297363281,47.03312280737536,44.32896111465905,46.839971831476184,11558334
2008-01-16,43.78169250488281,44.74746494103277,42.67105682313576,44.37725304711709,14834065
2008-01-17,44.95671844482422,45.95468415360822,43.00907477505412,43.942653909190525,16169395
2008-01-18,42.86421585083008,44.63479880191813,42.493999558865376,44.58650668287853,13254156
2008-01-21,35.572628021240234,42.49399738506381,30.985206608541354,42.49399738506381,33202389
2008-01-22,31.999271392822266,33.8020476764268,25.415920156765676,32.063655792267845,58755707
2008-01-23,35.572628021240234,36.9408056861821,32.51434853489959,32.51434853489959,28425991
2008-01-24,35.653106689453125,38.18021202286468,33.96300498044468,37.488076005783945,29911930
2008-01-25,37.48807144165039,37.66512794782081,35.97502644458045,37.3432038519655,12550722
2008-01-28,37.89048767089844,38.18021856884184,33.96301080338392,36.97300285543077,13601109
2008-01-29,37.26272964477539,38.53433180257836,36.699362373967254,37.98705899295728,7679877
2008-01-30,35.20241165161133,37.50416820518528,34.73561993737856,37.34320614736367,9016102
2008-01-31,32.90065383911133,35.66920218469349,32.51434532612463,35.57262451064989,41538563
2008-02-01,34.043487548828125,34.28493066099888,33.15819613753535,33.464023642980735,9089201
2008-02-04,35.79796600341797,36.21646774418762,34.68732836370468,34.68732836370468,12009385
2008-02-05,36.908599853515625,37.391485924087476,35.089729860969854,35.86234670060995,14593303
2008-02-06,36.586692810058594,37.021291348826914,34.54247547117089,35.89455666051161,12429218
2008-02-07,34.86438751220703,37.327108067941936,34.63904108974965,36.08769946964521,11300078
2008-02-08,33.96300506591797,35.37947039042423,33.33525125444192,35.08973954142588,13514197
