Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8430765867233276,0.8473129225651688,0.7658768375152911,0.7898842154796182,535796800
2000-01-04,0.7719964385032654,0.8331906882785175,0.7621109219195468,0.8153032690704307,512377600
2000-01-05,0.783293604850769,0.8327204091695847,0.7757624132270956,0.7814107943750155,778321600
2000-01-06,0.7155084609985352,0.8058886687153648,0.7155084609985352,0.7992988589929749,767972800
2000-01-07,0.7494013905525208,0.7606990553493176,0.7192749715785667,0.7268061615175863,460734400
2000-01-10,0.7362209558486938,0.7701129944654048,0.7136257271247118,0.7682301844367285,505064000
2000-01-11,0.698562741279602,0.7484602666942902,0.6816167410809029,0.7225701237772948,441548800
2000-01-12,0.6566677689552307,0.7192749882400596,0.6514891990063875,0.7155085132950346,976068800
2000-01-13,0.7286891341209412,0.7437523731471003,0.6966798957434677,0.7116250285899605,1032684800
2000-01-14,0.7564617991447449,0.7701128864178239,0.7484598953550421,0.7531668946266719,390376000
2000-01-18,0.7828227877616882,0.7983575423961213,0.7564619378454258,0.7606990776314656,459177600
2000-01-19,0.8025938868522644,0.8190692181523285,0.7785865100863291,0.7955325565185091,597643200
2000-01-20,0.854844868183136,0.9150977083001769,0.854844868183136,0.8699080530727306,1831132800
2000-01-21,0.8383694291114807,0.8604931881230233,0.8298960048234686,0.8604931881230233,495924800
2000-01-24,0.8002403378486633,0.8491955618164211,0.7917668629010806,0.8167156173479111,440876800
2000-01-25,0.8454300165176392,0.8520207322528212,0.7710553164295025,0.7908255530203343,497145600
2000-01-26,0.8298961520195007,0.8600226255949693,0.8266012968004287,0.8284840568458022,367158400
2000-01-27,0.8284837603569031,0.8510790348267123,0.8058885361664127,0.8195396226158069,340144000
2000-01-28,0.7654061913490295,0.8350739512740049,0.7578749995770914,0.8148330469202402,423348800
2000-01-31,0.7814106941223145,0.782352124379079,0.7117429947863734,0.7606991279148279,701680000
2000-02-01,0.7550497651100159,0.790825468743934,0.7531670053480412,0.7832934241094509,318035200
2000-02-02,0.7442230582237244,0.7691718186729699,0.7305719151340356,0.7588164361866785,464195200
2000-02-03,0.7781158685684204,0.7851771991139376,0.7550498710956572,0.7555205862418893,475193600
2000-02-04,0.8134207129478455,0.828483896541653,0.7804692006520743,0.7828227256724105,425320000
2000-02-07,0.8590811491012573,0.8604932944783634,0.7978868754973075,0.813420826600813,441067200
2000-02-08,0.8652013540267944,0.8746152565299457,0.8378990658172945,0.8586106367994079,408643200
2000-02-09,0.8482539653778076,0.8821468529383889,0.8468419209472975,0.8595516280842148,299364800
2000-02-10,0.854844868183136,0.8576690582270244,0.8284839678106916,0.8501378177375468,302982400
2000-02-11,0.8190690279006958,0.859551676284136,0.8153034082771086,0.8557860566605487,212251200
2000-02-14,0.8722617030143738,0.8727324182092365,0.8181278969455666,0.823305613251033,367539200
2000-02-15,0.8962687849998474,0.9033301139272212,0.8675544637490287,0.8680251787873938,485744000
2000-02-16,0.8595517873764038,0.8896790611077456,0.8444886030246992,0.8868540666954327,378246400
2000-02-17,0.8652013540267944,0.86990830527837,0.8520209251589403,0.8675548296525822,289497600
2000-02-18,0.8378987908363342,0.8689665896278125,0.8350737461518901,0.8633182097561258,233441600
2000-02-22,0.8571981191635132,0.8807347730632357,0.8035350027971827,0.8294251813047864,422296000
2000-02-23,0.8755565285682678,0.8962690008306035,0.8360152491198588,0.8528440448441671,473099200
2000-02-24,0.8676717877388,0.8972102901527204,0.8416643523186347,0.8835591506632434,376432000
2000-02-25,0.8313081860542297,0.8812057481685247,0.8294254261473247,0.8647304174187782,249144000
2000-02-28,0.8529621958732605,0.8661426238263126,0.8162451529601147,0.8294255809131668,328328000
2000-02-29,0.8633180260658264,0.8830882564380994,0.8477833255061724,0.8553152680155497,368961600
2000-03-01,0.98147052526474,0.9946509499974728,0.8925032616707553,0.8929739767599728,1077003200
2000-03-02,0.9188640117645264,0.9635830465492619,0.9089784931667377,0.9565225220918886,311259200
2000-03-03,0.964053750038147,0.9658193589690907,0.9038009123088052,0.9405170909216329,323366400
2000-03-06,0.9466374516487122,0.9725275954818836,0.9414588798651136,0.9489909273957964,210560000
2000-03-07,0.9254539608955383,0.9598175717011017,0.9122735355984246,0.9522855265991392,273011200
2000-03-08,0.9188640117645264,0.9334565801867803,0.8929738801881988,0.9254538211835882,271230400
2000-03-09,0.9207473397254944,0.9414589124928595,0.8906208580565329,0.9103911008276593,276718400
2000-03-10,0.9471077919006348,0.9635831211937556,0.9113320383964806,0.9165106081296142,248606400
2000-03-13,0.9136856198310852,0.9527561780005203,0.9000344803374095,0.9198055191957079,303956800
2000-03-14,0.8604931235313416,0.9358100426477834,0.8586102634025856,0.91297940827946,428579200
2000-03-15,0.8755565285682678,0.905683806658335,0.8595519117338296,0.8708495781684338,443609600
2000-03-16,0.9155684113502502,0.9188641209204892,0.8623759967636966,0.8835591815906533,378100800
2000-03-17,0.9414588212966919,0.9414588212966919,0.9009761046513292,0.9047426309758395,305043200
2000-03-20,0.9263954162597656,0.9508734070809144,0.9216883655969312,0.930161841147639,204489600
2000-03-21,1.016304850578308,1.0299558898535557,0.9160399219619741,0.9231004471891012,524328000
2000-03-22,1.0859720706939697,1.087385019881514,0.9908849445605435,1.0000644383036918,567996800
2000-03-23,1.0643198490142822,1.1325754700578707,1.0544343260898033,1.0694975155845678,562564800
2000-03-24,1.0445481538772583,1.0840894165268933,1.0205407863108984,1.0727917548920058,446913600
2000-03-27,1.0511391162872314,1.0902096769846412,1.0308973610413368,1.036546646252244,279182400
2000-03-28,1.0478440523147583,1.0694970445768066,1.0327799644259943,1.033721394500055,202966400
2000-03-29,1.0238367319107056,1.0501975797798973,1.0079493695613806,1.0497269652778378,239836800
2000-03-30,0.9471077919006348,1.0370171868251947,0.9447542165267563,1.0059485840687974,414400000
2000-03-31,1.0228954553604126,1.033721500083276,0.9489905724731907,0.9598175222239896,404633600
2000-04-03,1.004065752029419,1.0506683557996868,0.9748807126613039,1.0205410817862428,328563200
2000-04-04,0.9588760733604431,1.0017122514155015,0.8793228121201293,0.9988880615185661,660329600
2000-04-05,0.9819420576095581,1.0007708625407592,0.933927408386921,0.9525208054911178,457665600
2000-04-06,0.9428714513778687,1.0130099077316101,0.9282780774396445,0.9838248693523262,259627200
2000-04-07,0.9922977685928345,0.9932390984910177,0.9452252401622667,0.9584056687932538,242435200
2000-04-10,0.9414588212966919,0.9998298228988255,0.939576060927891,0.9918270606048405,212262400
2000-04-11,0.8995640873908997,0.9405174199785431,0.8892078491753125,0.9301620867912015,541822400
2000-04-12,0.8228347301483154,0.8962689000876736,0.789884120159073,0.8962689000876736,941136000
2000-04-13,0.8571981191635132,0.9038007119855184,0.8171861393774853,0.8397814136016463,529827200
2000-04-14,0.8426059484481812,0.8887369904620105,0.8209520450196286,0.8233055705926566,667620800
2000-04-17,0.9329860806465149,0.9334567957935506,0.8214227192901503,0.8247184795094458,409561600
2000-04-18,0.95558100938797,0.95558100938797,0.8990928968260744,0.9301615950479228,390924800
2000-04-19,0.9122737646102905,0.9810000984460916,0.9019175268109831,0.9504030053039177,520150400
2000-04-20,0.8953274488449097,0.9395757732381204,0.8816763090656891,0.9315738178637899,722120000
2000-04-24,0.9075666666030884,0.9075666666030884,0.8642597665312027,0.866142526578028,443620800
2000-04-25,0.9664068222045898,0.9697025299714109,0.919334332953152,0.9198050477898058,391641600
2000-04-26,0.9136856198310852,0.9640537421047056,0.9038009048711997,0.9536975075976584,366912000
2000-04-27,0.9546390771865845,0.9565227422425657,0.8780281507561754,0.8826178496930263,326603200
2000-04-28,0.9343981742858887,0.9602884137518615,0.9136858017074901,0.9574642232809535,249580800
2000-05-01,0.9362809062004089,0.9424008059415429,0.9179228159156337,0.9405171410447992,226195200
2000-05-02,0.8877952694892883,0.9508731934155426,0.8849710799496624,0.9282779676015733,236432000
2000-05-03,0.8666132092475891,0.9132150130737268,0.8407230724229862,0.895798251449644,489798400
2000-05-04,0.8336616158485413,0.8680252232296806,0.8327201857236104,0.8670837931047498,399515200
2000-05-05,0.8520206212997437,0.8642596153289691,0.8338969849971366,0.8346030073213433,284076800
2000-05-08,0.8294254541397095,0.8562569708696357,0.8284840238751514,0.8442532824825075,184900800
2000-05-09,0.7941203713417053,0.8378987842783701,0.7898840864710963,0.8308374547454277,327140800
2000-05-10,0.7479893565177917,0.7908255387493819,0.743752216510678,0.7837642085699741,535091200
2000-05-11,0.7743499875068665,0.7851769350219557,0.7456356693339767,0.7635230902710967,499744000
2000-05-12,0.8105967044830322,0.8322497542649395,0.7890601016558679,0.7983577071930625,306913600
2000-05-15,0.7606989741325378,0.8138913315457709,0.7541083100362033,0.8138913315457709,678932800
2000-05-16,0.7960033416748047,0.8214227655145573,0.7738796279604725,0.7871773064728714,440451200
2000-05-17,0.7635233998298645,0.7809401128404132,0.7559913536177443,0.7804693976616606,398092800
2000-05-18,0.7588162422180176,0.790354756035203,0.7578748120548764,0.7757622365512076,373777600
2000-05-19,0.7079774737358093,0.7475187539683772,0.7032696182145485,0.7475187539683772,740667200
2000-05-22,0.6773793697357178,0.7060945485499338,0.6477236155010901,0.7060945485499338,755507200
2000-05-23,0.6463115215301514,0.7032695049446104,0.6448994265537648,0.6816165104649656,517585600
2000-05-24,0.6604331731796265,0.6759670690730305,0.6251281924164569,0.6491355612348577,678462400
2000-05-25,0.6572556495666504,0.697856408056797,0.6477235940027412,0.6665532526240215,406750400
2000-05-26,0.6505478620529175,0.6769087135482756,0.6420752914705604,0.6627868575496675,181148800
